observation_id,source_key,source_file,source_row,source_table_or_figure,doi,MEA_weight_fraction,temperature_reported_C,temperature_canonical_C,temperature_normalized,CO2_loading,CO2_pressure,MEA_pressure,H2O_pressure,pressure_MEA_raoult,total_pressure,CO2_loading_uncertainty,CO2_pressure_uncertainty,replicate_group,normalization_group,active_view_member,active_row_id,lifecycle_status,disposition_reason,notes
vle_obs_0113,Hilliard2008,Hilliard_2008_VLE.csv,7,,,0.17,60,,no,0.159,0.0212,0.011,17.57,,17.6022,,,Hilliard2008|w=0.17|T=60,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0114,Hilliard2008,Hilliard_2008_VLE.csv,8,,,0.17,60,,no,0.219,0.078,0.00926,17.63,,17.71726,,,Hilliard2008|w=0.17|T=60,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0115,Hilliard2008,Hilliard_2008_VLE.csv,9,,,0.17,60,,no,0.307,0.244,0.0072,17.64,,17.8912,,,Hilliard2008|w=0.17|T=60,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0116,Hilliard2008,Hilliard_2008_VLE.csv,10,,,0.17,60,,no,0.38,0.794,0.00508,17.62,,18.41908,,,Hilliard2008|w=0.17|T=60,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0117,Hilliard2008,Hilliard_2008_VLE.csv,11,,,0.17,60,,no,0.477,4.32,0.00323,17.7,,22.02323,,,Hilliard2008|w=0.17|T=60,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0118,Hilliard2008,Hilliard_2008_VLE.csv,12,,,0.17,60,,no,0.504,14.8,0.00219,18.01,,32.81219,,,Hilliard2008|w=0.17|T=60,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0119,Hilliard2008,Hilliard_2008_VLE.csv,13,,,0.3,40,40,no,0.153,0.0057,0.00658,6.6,,6.61228,,,Hilliard2008|w=0.3|T=40,,yes,vle_0018,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0120,Hilliard2008,Hilliard_2008_VLE.csv,14,,,0.3,40,40,no,0.163,0.00664,0.00636,6.69,,6.703,,,Hilliard2008|w=0.3|T=40,,yes,vle_0019,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0121,Hilliard2008,Hilliard_2008_VLE.csv,15,,,0.3,40,40,no,0.17,0.00721,0.00636,6.65,,6.66357,,,Hilliard2008|w=0.3|T=40,,yes,vle_0020,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0122,Hilliard2008,Hilliard_2008_VLE.csv,16,,,0.3,40,40,no,0.191,0.00995,0.00623,6.61,,6.62618,,,Hilliard2008|w=0.3|T=40,,yes,vle_0021,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0123,Hilliard2008,Hilliard_2008_VLE.csv,17,,,0.3,40,40,no,0.194,0.00985,0.00645,6.71,,6.7263,,,Hilliard2008|w=0.3|T=40,,yes,vle_0022,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0124,Hilliard2008,Hilliard_2008_VLE.csv,18,,,0.3,40,40,no,0.232,0.0146,0.00563,6.63,,6.65023,,,Hilliard2008|w=0.3|T=40,,yes,vle_0023,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0125,Hilliard2008,Hilliard_2008_VLE.csv,19,,,0.3,40,40,no,0.246,0.0191,0.00553,6.65,,6.67463,,,Hilliard2008|w=0.3|T=40,,yes,vle_0024,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0126,Hilliard2008,Hilliard_2008_VLE.csv,20,,,0.3,40,40,no,0.269,0.0231,0.00516,6.63,,6.65826,,,Hilliard2008|w=0.3|T=40,,yes,vle_0025,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0127,Hilliard2008,Hilliard_2008_VLE.csv,21,,,0.3,40,40,no,0.272,0.0224,0.00511,6.65,,6.67751,,,Hilliard2008|w=0.3|T=40,,yes,vle_0026,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0128,Hilliard2008,Hilliard_2008_VLE.csv,22,,,0.3,40,40,no,0.326,0.0485,0.00458,6.6,,6.65308,,,Hilliard2008|w=0.3|T=40,,yes,vle_0027,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0129,Hilliard2008,Hilliard_2008_VLE.csv,23,,,0.3,40,40,no,0.348,0.0662,0.00423,6.6,,6.67043,,,Hilliard2008|w=0.3|T=40,,yes,vle_0028,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0130,Hilliard2008,Hilliard_2008_VLE.csv,24,,,0.3,40,40,no,0.35,0.0721,0.00423,6.75,,6.82633,,,Hilliard2008|w=0.3|T=40,,yes,vle_0029,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0131,Hilliard2008,Hilliard_2008_VLE.csv,25,,,0.3,40,40,no,0.36,0.0966,0.00355,6.75,,6.85015,,,Hilliard2008|w=0.3|T=40,,yes,vle_0030,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0132,Hilliard2008,Hilliard_2008_VLE.csv,26,,,0.3,40,40,no,0.382,0.131,0.00332,6.72,,6.85432,,,Hilliard2008|w=0.3|T=40,,yes,vle_0031,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0133,Hilliard2008,Hilliard_2008_VLE.csv,27,,,0.3,40,40,no,0.386,0.12,0.00362,6.66,,6.78362,,,Hilliard2008|w=0.3|T=40,,yes,vle_0032,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0134,Hilliard2008,Hilliard_2008_VLE.csv,28,,,0.3,40,40,no,0.389,0.113,0.00338,6.59,,6.70638,,,Hilliard2008|w=0.3|T=40,,yes,vle_0033,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0135,Hilliard2008,Hilliard_2008_VLE.csv,29,,,0.3,40,40,no,0.4,0.128,0.0035,6.71,,6.8415,,,Hilliard2008|w=0.3|T=40,,yes,vle_0034,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0136,Hilliard2008,Hilliard_2008_VLE.csv,30,,,0.3,40,40,no,0.464,0.75,0.00266,6.67,,7.42266,,,Hilliard2008|w=0.3|T=40,,yes,vle_0035,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0137,Hilliard2008,Hilliard_2008_VLE.csv,31,,,0.3,40,40,no,0.466,0.574,0.0027,6.75,,7.3267,,,Hilliard2008|w=0.3|T=40,,yes,vle_0036,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0138,Hilliard2008,Hilliard_2008_VLE.csv,32,,,0.3,40,40,no,0.481,0.883,0.00247,6.73,,7.61547,,,Hilliard2008|w=0.3|T=40,,yes,vle_0037,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0139,Hilliard2008,Hilliard_2008_VLE.csv,33,,,0.3,40,40,no,0.491,1.1,0.00193,6.68,,7.78193,,,Hilliard2008|w=0.3|T=40,,yes,vle_0038,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0140,Hilliard2008,Hilliard_2008_VLE.csv,34,,,0.3,40,40,no,0.501,1.87,0.00199,6.8,,8.67199,,,Hilliard2008|w=0.3|T=40,,yes,vle_0039,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0141,Hilliard2008,Hilliard_2008_VLE.csv,35,,,0.3,40,40,no,0.518,3.03,0.00172,6.8,,9.83172,,,Hilliard2008|w=0.3|T=40,,yes,vle_0040,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0142,Hilliard2008,Hilliard_2008_VLE.csv,36,,,0.3,40,40,no,0.591,28.3,0.00146,6.72,,35.02146,,,Hilliard2008|w=0.3|T=40,,yes,vle_0041,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0143,Hilliard2008,Hilliard_2008_VLE.csv,37,,,0.3,60,60,no,0.114,0.0194,0.0215,16.6,,16.6409,,,Hilliard2008|w=0.3|T=60,,yes,vle_0069,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0144,Hilliard2008,Hilliard_2008_VLE.csv,38,,,0.3,60,60,no,0.191,0.0589,0.0186,16.7,,16.7775,,,Hilliard2008|w=0.3|T=60,,yes,vle_0070,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0145,Hilliard2008,Hilliard_2008_VLE.csv,39,,,0.3,60,60,no,0.291,0.209,0.0141,16.6,,16.8231,,,Hilliard2008|w=0.3|T=60,,yes,vle_0071,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0146,Hilliard2008,Hilliard_2008_VLE.csv,40,,,0.3,60,60,no,0.386,0.763,0.01,16.7,,17.473,,,Hilliard2008|w=0.3|T=60,,yes,vle_0072,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0147,Hilliard2008,Hilliard_2008_VLE.csv,41,,,0.3,60,60,no,0.485,4.86,0.00494,16.8,,21.66494,,,Hilliard2008|w=0.3|T=60,,yes,vle_0073,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0148,Hilliard2008,Hilliard_2008_VLE.csv,42,,,0.3,60,60,no,0.544,25.8,0.00316,16.8,,42.60316,,,Hilliard2008|w=0.3|T=60,,yes,vle_0074,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0149,Hilliard2008,Hilliard_2008_VLE.csv,43,,,0.3,60,,no,0.565,50.2,0.00288,18,,68.20288,,,Hilliard2008|w=0.3|T=60,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0150,Hilliard2008,Hilliard_2008_VLE.csv,44,,,0.4,40,,no,0.115,0.00505,0.0104,6.09,,6.10545,,,Hilliard2008|w=0.4|T=40,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0151,Hilliard2008,Hilliard_2008_VLE.csv,45,,,0.4,40,,no,0.201,0.0108,0.00842,6.12,,6.13922,,,Hilliard2008|w=0.4|T=40,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0152,Hilliard2008,Hilliard_2008_VLE.csv,46,,,0.4,40,,no,0.298,0.0295,0.00603,6.14,,6.17553,,,Hilliard2008|w=0.4|T=40,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0153,Hilliard2008,Hilliard_2008_VLE.csv,47,,,0.4,40,,no,0.373,0.104,0.00439,6.18,,6.28839,,,Hilliard2008|w=0.4|T=40,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0154,Hilliard2008,Hilliard_2008_VLE.csv,48,,,0.4,40,,no,0.485,1.62,0.00198,6.29,,7.91198,,,Hilliard2008|w=0.4|T=40,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0155,Hilliard2008,Hilliard_2008_VLE.csv,49,,,0.4,40,,no,0.545,22.3,0.00095,6.59,,28.89095,,,Hilliard2008|w=0.4|T=40,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0156,Hilliard2008,Hilliard_2008_VLE.csv,50,,,0.4,60,,no,0.136,0.0155,0.03609,15.4,,15.45159,,,Hilliard2008|w=0.4|T=60,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0157,Hilliard2008,Hilliard_2008_VLE.csv,51,,,0.4,60,,no,0.225,0.0731,0.02838,15.5,,15.60148,,,Hilliard2008|w=0.4|T=60,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0158,Hilliard2008,Hilliard_2008_VLE.csv,52,,,0.4,60,,no,0.291,0.199,0.02252,15.5,,15.72152,,,Hilliard2008|w=0.4|T=60,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0159,Hilliard2008,Hilliard_2008_VLE.csv,53,,,0.4,60,,no,0.415,0.847,0.0143,15.5,,16.3613,,,Hilliard2008|w=0.4|T=60,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0160,Hilliard2008,Hilliard_2008_VLE.csv,54,,,0.4,60,,no,0.464,6.98,0.00655,15.8,,22.78655,,,Hilliard2008|w=0.4|T=60,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0161,Hilliard2008,Hilliard_2008_VLE.csv,55,,,0.4,60,,no,0.502,26.5,0.00416,16.3,,42.80416,,,Hilliard2008|w=0.4|T=60,,no,,validation_reserved_candidate,Non-30-wt% composition-transfer evidence reserved for grouped validation review.,
vle_obs_0162,Idris2014,Idris_2014_VLE.csv,1,Table 2,10.1016/j.egypro.2014.11.152,0.3,40,40,no,0.242,0.021,,,,,,,Idris2014|w=0.3|T=40,,yes,vle_0042,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,Uncertainty not transcribed; blank is not zero.
vle_obs_0163,Idris2014,Idris_2014_VLE.csv,2,Table 2,10.1016/j.egypro.2014.11.152,0.3,40,40,no,0.321,0.038,,,,,,,Idris2014|w=0.3|T=40,,yes,vle_0043,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,Uncertainty not transcribed; blank is not zero.
vle_obs_0164,Idris2014,Idris_2014_VLE.csv,3,Table 2,10.1016/j.egypro.2014.11.152,0.3,40,40,no,0.33,0.043,,,,,,,Idris2014|w=0.3|T=40,,yes,vle_0044,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,Uncertainty not transcribed; blank is not zero.
vle_obs_0165,Idris2014,Idris_2014_VLE.csv,4,Table 2,10.1016/j.egypro.2014.11.152,0.3,40,40,no,0.345,0.05,,,,,,,Idris2014|w=0.3|T=40,,yes,vle_0045,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,Uncertainty not transcribed; blank is not zero.
vle_obs_0166,Idris2014,Idris_2014_VLE.csv,5,Table 2,10.1016/j.egypro.2014.11.152,0.3,40,40,no,0.352,0.064,,,,,,,Idris2014|w=0.3|T=40,,yes,vle_0046,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,Uncertainty not transcribed; blank is not zero.
vle_obs_0167,Idris2014,Idris_2014_VLE.csv,6,Table 2,10.1016/j.egypro.2014.11.152,0.3,40,40,no,0.355,0.097,,,,,,,Idris2014|w=0.3|T=40,,yes,vle_0047,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,Uncertainty not transcribed; blank is not zero.
vle_obs_0168,Idris2014,Idris_2014_VLE.csv,7,Table 2,10.1016/j.egypro.2014.11.152,0.3,40,40,no,0.375,0.107,,,,,,,Idris2014|w=0.3|T=40,,yes,vle_0048,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,Uncertainty not transcribed; blank is not zero.
vle_obs_0169,Idris2014,Idris_2014_VLE.csv,8,Table 2,10.1016/j.egypro.2014.11.152,0.3,40,40,no,0.377,0.123,,,,,,,Idris2014|w=0.3|T=40,,yes,vle_0049,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,Uncertainty not transcribed; blank is not zero.
vle_obs_0170,Idris2014,Idris_2014_VLE.csv,9,Table 2,10.1016/j.egypro.2014.11.152,0.3,40,40,no,0.436,0.445,,,,,,,Idris2014|w=0.3|T=40,,yes,vle_0050,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,Uncertainty not transcribed; blank is not zero.
vle_obs_0171,Idris2014,Idris_2014_VLE.csv,10,Table 2,10.1016/j.egypro.2014.11.152,0.3,40,40,no,0.46,0.813,,,,,0.014,0.077,Idris2014|w=0.3|T=40,,yes,vle_0051,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,Reported uncertainty transcribed from the source table.
vle_obs_0172,Jou1995,Jou_1995_VLE.csv,1,,,0.3,0,,no,0.4,0.0012,,,0.54,200,,,Jou1995|w=0.3|T=0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0173,Jou1995,Jou_1995_VLE.csv,2,,,0.3,0,,no,0.459,0.00595,,,0.54,200,,,Jou1995|w=0.3|T=0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0174,Jou1995,Jou_1995_VLE.csv,3,,,0.3,0,,no,0.495,0.0236,,,0.54,200,,,Jou1995|w=0.3|T=0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0175,Jou1995,Jou_1995_VLE.csv,4,,,0.3,0,,no,0.55,0.253,,,0.54,200,,,Jou1995|w=0.3|T=0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0176,Jou1995,Jou_1995_VLE.csv,5,,,0.3,0,,no,0.604,1.76,,,0.54,200,,,Jou1995|w=0.3|T=0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0177,Jou1995,Jou_1995_VLE.csv,6,,,0.3,0,,no,0.646,13.2,,,0.54,200,,,Jou1995|w=0.3|T=0,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0178,Jou1995,Jou_1995_VLE.csv,7,,,0.3,25,,no,0.211,0.00213,,,2.8,200,,,Jou1995|w=0.3|T=25,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0179,Jou1995,Jou_1995_VLE.csv,8,,,0.3,25,,no,0.323,0.00927,,,2.8,300,,,Jou1995|w=0.3|T=25,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0180,Jou1995,Jou_1995_VLE.csv,9,,,0.3,25,,no,0.439,0.06,,,2.8,200,,,Jou1995|w=0.3|T=25,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0181,Jou1995,Jou_1995_VLE.csv,10,,,0.3,25,,no,0.494,0.392,,,2.8,200,,,Jou1995|w=0.3|T=25,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0182,Jou1995,Jou_1995_VLE.csv,11,,,0.3,25,,no,0.536,2.8,,,2.8,200,,,Jou1995|w=0.3|T=25,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0183,Jou1995,Jou_1995_VLE.csv,12,,,0.3,25,,no,0.5855,11.8,,,2.8,210,,,Jou1995|w=0.3|T=25,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0184,Jou1995,Jou_1995_VLE.csv,13,,,0.3,25,,no,0.663,55.1,,,2.8,300,,,Jou1995|w=0.3|T=25,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0185,Jou1995,Jou_1995_VLE.csv,14,,,0.3,25,,no,0.6965,97.2,,,2.8,100,,,Jou1995|w=0.3|T=25,,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review.",
vle_obs_0186,Jou1995,Jou_1995_VLE.csv,15,,,0.3,40,40,no,0.0888,0.00147,,,6.6,200,,,Jou1995|w=0.3|T=40,,yes,vle_0052,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0187,Jou1995,Jou_1995_VLE.csv,16,,,0.3,40,40,no,0.203,0.00896,,,6.6,200,,,Jou1995|w=0.3|T=40,,yes,vle_0053,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0188,Jou1995,Jou_1995_VLE.csv,17,,,0.3,40,40,no,0.365,0.0677,,,6.6,300,,,Jou1995|w=0.3|T=40,,yes,vle_0054,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0189,Jou1995,Jou_1995_VLE.csv,18,,,0.3,40,40,no,0.4735,0.604,,,6.6,210,,,Jou1995|w=0.3|T=40,,yes,vle_0055,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0190,Jou1995,Jou_1995_VLE.csv,19,,,0.3,40,40,no,0.513,2.57,,,6.6,220,,,Jou1995|w=0.3|T=40,,yes,vle_0056,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0191,Jou1995,Jou_1995_VLE.csv,20,,,0.3,40,40,no,0.557,8.09,,,6.6,230,,,Jou1995|w=0.3|T=40,,yes,vle_0057,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0192,Jou1995,Jou_1995_VLE.csv,21,,,0.3,40,40,no,0.609,36.1,,,6.6,210,,,Jou1995|w=0.3|T=40,,yes,vle_0058,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0193,Jou1995,Jou_1995_VLE.csv,22,,,0.3,40,40,no,0.642,103,,,6.6,110,,,Jou1995|w=0.3|T=40,,yes,vle_0059,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0194,Jou1995,Jou_1995_VLE.csv,23,,,0.3,60,60,no,0.0564,0.00428,,,18,220,,,Jou1995|w=0.3|T=60,,yes,vle_0075,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0195,Jou1995,Jou_1995_VLE.csv,24,,,0.3,60,60,no,0.119,0.0193,,,18,260,,,Jou1995|w=0.3|T=60,,yes,vle_0076,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0196,Jou1995,Jou_1995_VLE.csv,25,,,0.3,60,60,no,0.206,0.0579,,,18,220,,,Jou1995|w=0.3|T=60,,yes,vle_0077,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0197,Jou1995,Jou_1995_VLE.csv,26,,,0.3,60,60,no,0.389,0.528,,,18,300,,,Jou1995|w=0.3|T=60,,yes,vle_0078,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0198,Jou1995,Jou_1995_VLE.csv,27,,,0.3,60,60,no,0.438,2.01,,,18,200,,,Jou1995|w=0.3|T=60,,yes,vle_0079,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0199,Jou1995,Jou_1995_VLE.csv,28,,,0.3,60,60,no,0.504,11,,,18,250,,,Jou1995|w=0.3|T=60,,yes,vle_0080,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0200,Jou1995,Jou_1995_VLE.csv,29,,,0.3,60,60,no,0.561,34,,,18,250,,,Jou1995|w=0.3|T=60,,yes,vle_0081,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0201,Jou1995,Jou_1995_VLE.csv,30,,,0.3,60,60,no,0.579,82,,,18,100,,,Jou1995|w=0.3|T=60,,yes,vle_0082,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0202,Jou1995,Jou_1995_VLE.csv,31,,,0.3,60,60,no,0.668,282,,,18,300,,,Jou1995|w=0.3|T=60,,yes,vle_0093,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0203,Jou1995,Jou_1995_VLE.csv,32,,,0.3,80,80,no,0.0174,0.00296,,,42,250,,,Jou1995|w=0.3|T=80,,yes,vle_0094,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0204,Jou1995,Jou_1995_VLE.csv,33,,,0.3,80,80,no,0.0236,0.00484,,,42,280,,,Jou1995|w=0.3|T=80,,yes,vle_0095,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0205,Jou1995,Jou_1995_VLE.csv,34,,,0.3,80,80,no,0.0781,0.0465,,,42,250,,,Jou1995|w=0.3|T=80,,yes,vle_0096,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0206,Jou1995,Jou_1995_VLE.csv,35,,,0.3,80,80,no,0.118,0.0992,,,42,250,,,Jou1995|w=0.3|T=80,,yes,vle_0097,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0207,Jou1995,Jou_1995_VLE.csv,36,,,0.3,80,80,no,0.187,0.278,,,42,250,,,Jou1995|w=0.3|T=80,,yes,vle_0098,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0208,Jou1995,Jou_1995_VLE.csv,37,,,0.3,80,80,no,0.348,2.67,,,42,300,,,Jou1995|w=0.3|T=80,,yes,vle_0099,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0209,Jou1995,Jou_1995_VLE.csv,38,,,0.3,80,80,no,0.46,16,,,42,200,,,Jou1995|w=0.3|T=80,,yes,vle_0100,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0210,Jou1995,Jou_1995_VLE.csv,39,,,0.3,80,80,no,0.517,56,,,42,100,,,Jou1995|w=0.3|T=80,,yes,vle_0101,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0211,Jou1995,Jou_1995_VLE.csv,40,,,0.3,80,80,no,0.5785,235,,,42,500,,,Jou1995|w=0.3|T=80,,yes,vle_0102,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0212,Jou1995,Jou_1995_VLE.csv,41,,,0.3,80,80,no,0.64,558,,,42,600,,,Jou1995|w=0.3|T=80,,yes,vle_0103,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0213,Jou1995,Jou_1995_VLE.csv,42,,,0.3,80,80,no,0.689,958,,,42,1000,,,Jou1995|w=0.3|T=80,,yes,vle_0104,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0214,Jou1995,Jou_1995_VLE.csv,43,,,0.3,100,100,no,0.0117,0.00724,,,91,300,,,Jou1995|w=0.3|T=100,,yes,vle_0105,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0215,Jou1995,Jou_1995_VLE.csv,44,,,0.3,100,100,no,0.0566,0.136,,,91,300,,,Jou1995|w=0.3|T=100,,yes,vle_0106,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0216,Jou1995,Jou_1995_VLE.csv,45,,,0.3,100,100,no,0.188,1.43,,,91,300,,,Jou1995|w=0.3|T=100,,yes,vle_0107,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0217,Jou1995,Jou_1995_VLE.csv,46,,,0.3,100,100,no,0.381,19,,,91,110,,,Jou1995|w=0.3|T=100,,yes,vle_0108,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
vle_obs_0218,Jou1995,Jou_1995_VLE.csv,47,,,0.3,100,100,no,0.422,39,,,91,130,,,Jou1995|w=0.3|T=100,,yes,vle_0109,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.,
