source_key,source_file,source_row,active_view_member,active_row_id,lifecycle_status,disposition_reason
Jou1995,Jou_1995_VLE.csv,39,yes,vle_0101,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,40,yes,vle_0102,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,41,yes,vle_0103,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,42,yes,vle_0104,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,43,yes,vle_0105,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,44,yes,vle_0106,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,45,yes,vle_0107,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,46,yes,vle_0108,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,47,yes,vle_0109,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,48,yes,vle_0110,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,49,yes,vle_0111,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,50,yes,vle_0112,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,51,yes,vle_0113,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,52,yes,vle_0114,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,53,yes,vle_0123,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,54,yes,vle_0124,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,55,yes,vle_0125,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,56,yes,vle_0126,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,57,yes,vle_0127,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,58,yes,vle_0128,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,59,yes,vle_0129,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,60,yes,vle_0130,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,61,yes,vle_0131,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,62,yes,vle_0132,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Jou1995,Jou_1995_VLE.csv,63,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,64,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,65,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,66,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,67,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,68,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,69,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,70,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,71,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,72,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,73,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Jou1995,Jou_1995_VLE.csv,74,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Mamun2005,Mamun_2005_VLE.csv,1,yes,vle_0133,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,2,yes,vle_0134,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,3,yes,vle_0135,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,4,yes,vle_0136,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,5,yes,vle_0137,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,6,yes,vle_0138,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,7,yes,vle_0139,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,8,yes,vle_0140,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,9,yes,vle_0141,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,10,yes,vle_0142,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,11,yes,vle_0143,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,12,yes,vle_0144,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,13,yes,vle_0145,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,14,yes,vle_0146,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,15,yes,vle_0147,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,16,yes,vle_0148,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,17,yes,vle_0149,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,18,yes,vle_0150,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Mamun2005,Mamun_2005_VLE.csv,19,yes,vle_0151,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,1,yes,vle_0115,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,2,yes,vle_0116,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,3,yes,vle_0117,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,4,yes,vle_0118,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,5,yes,vle_0119,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,6,yes,vle_0120,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,7,yes,vle_0121,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,8,yes,vle_0122,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,9,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,10,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,11,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,12,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,13,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,14,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,15,yes,vle_0152,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,16,yes,vle_0153,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,17,yes,vle_0154,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,18,yes,vle_0155,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,19,yes,vle_0156,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,20,yes,vle_0157,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,21,yes,vle_0158,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,22,yes,vle_0159,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,23,yes,vle_0160,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,24,yes,vle_0161,active_v1,Retained in the byte-stable Combined_VLE.csv active-v1 view.
Xu2011,Xu_2011_VLE.csv,25,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,26,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,27,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,28,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,29,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,30,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,31,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,32,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,33,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,34,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,35,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,36,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,37,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,38,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,39,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,40,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,41,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,42,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,43,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,44,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,45,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,46,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,47,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,48,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,49,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,50,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,51,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,52,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,53,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,54,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,55,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,56,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,57,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,58,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,59,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,60,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,61,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,62,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
Xu2011,Xu_2011_VLE.csv,63,no,,qa_pending_domain_review,"Temperature, phase, apparatus, and current model-domain eligibility require review."
