observation_id,measurement_origin,measured_primitive,derivation_or_correction,observed_pco2_kpa,uncertainty_value,uncertainty_unit,uncertainty_status,covariance_status,source_locator,state_pressure_pa,pressure_specification,target_eligible,eligibility_reason
vle_obs_0092,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,1.4259,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0093,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,4.6349,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0094,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,6.2928,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0095,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,8.29,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0096,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,0.0008,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0097,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,0.0023,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0098,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,0.0056,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0099,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,0.006,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0100,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,0.0099,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0101,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,0.0288,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0102,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,0.0529,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0103,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,0.1236,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0104,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,0.3981,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0105,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,4.5002,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0106,direct_partial_pressure,equilibrium_gas_CO2_partial_pressure,none,11.249,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Aronu et al. (2011), Tables 3-6; corrected columns per 2012 corrigendum",,missing_source_pressure_contract,no,No source-backed state pressure or pressure convention is frozen.
vle_obs_0107,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.00555,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6889.46,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0108,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.014,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6988.41,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0109,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0362,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",7019.01,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0110,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.116,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",7142.24,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0111,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.879,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",7938.68,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0112,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,8.56,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",15688.98,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0113,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0212,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",17602.2,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0114,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.078,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",17717.26,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0115,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.244,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",17891.2,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0116,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.794,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",18419.08,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0117,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,4.32,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",22023.23,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0118,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,14.8,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",32812.19,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0119,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0057,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6612.28,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0120,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.00664,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6703,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0121,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.00721,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6663.57,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0122,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.00995,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6626.18,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0123,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.00985,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6726.3,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0124,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0146,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6650.23,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0125,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0191,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6674.63,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0126,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0231,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6658.26,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0127,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0224,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6677.51,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0128,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0485,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6653.08,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0129,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0662,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6670.43,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0130,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0721,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6826.33,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0131,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0966,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6850.15,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0132,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.131,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6854.32,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0133,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.12,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6783.62,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0134,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.113,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6706.38,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0135,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.128,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6841.5,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0136,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.75,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",7422.66,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0137,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.574,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",7326.7,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0138,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.883,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",7615.47,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0139,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,1.1,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",7781.93,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0140,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,1.87,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",8671.99,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0141,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,3.03,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",9831.72,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0142,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,28.3,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",35021.46,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0143,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0194,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",16640.9,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0144,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0589,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",16777.5,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0145,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.209,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",16823.1,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0146,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.763,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",17473,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0147,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,4.86,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",21664.94,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0148,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,25.8,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",42603.16,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0149,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,50.2,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",68202.88,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0150,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.00505,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6105.45,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0151,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0108,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6139.22,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0152,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0295,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6175.53,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0153,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.104,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",6288.39,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0154,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,1.62,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",7911.98,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0155,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,22.3,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",28890.95,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0156,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0155,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",15451.59,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0157,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.0731,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",15601.48,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0158,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.199,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",15721.52,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0159,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,0.847,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",16361.3,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0160,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,6.98,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",22786.55,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0161,calibration_derived_partial_pressure,calibrated_gas_composition_and_total_pressure,CO2 concentration from calibrated FTIR/IR response combined with measured total pressure,26.5,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,"Hilliard (2008), apparatus Sections 2.3.4-2.3.5 and VLE appendices",42804.16,row_reported_total_pressure,yes,Gate 0 v2 pressure metrology and state-pressure contract are complete.
vle_obs_0162,unresolved,unresolved_primary_metrology,primary pressure-metrology description not source-complete in the local record,0.021,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,Table 2,,missing_source_pressure_contract,no,Primary measurement origin is unresolved.
vle_obs_0163,unresolved,unresolved_primary_metrology,primary pressure-metrology description not source-complete in the local record,0.038,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,Table 2,,missing_source_pressure_contract,no,Primary measurement origin is unresolved.
vle_obs_0164,unresolved,unresolved_primary_metrology,primary pressure-metrology description not source-complete in the local record,0.043,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,Table 2,,missing_source_pressure_contract,no,Primary measurement origin is unresolved.
vle_obs_0165,unresolved,unresolved_primary_metrology,primary pressure-metrology description not source-complete in the local record,0.05,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,Table 2,,missing_source_pressure_contract,no,Primary measurement origin is unresolved.
vle_obs_0166,unresolved,unresolved_primary_metrology,primary pressure-metrology description not source-complete in the local record,0.064,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,Table 2,,missing_source_pressure_contract,no,Primary measurement origin is unresolved.
vle_obs_0167,unresolved,unresolved_primary_metrology,primary pressure-metrology description not source-complete in the local record,0.097,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,Table 2,,missing_source_pressure_contract,no,Primary measurement origin is unresolved.
vle_obs_0168,unresolved,unresolved_primary_metrology,primary pressure-metrology description not source-complete in the local record,0.107,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,Table 2,,missing_source_pressure_contract,no,Primary measurement origin is unresolved.
vle_obs_0169,unresolved,unresolved_primary_metrology,primary pressure-metrology description not source-complete in the local record,0.123,,,source_numeric_uncertainty_not_transcribed,source_covariance_not_reported,Table 2,,missing_source_pressure_contract,no,Primary measurement origin is unresolved.
