membership_id,state_id,source_key,source_file,source_row_index,row_status,temperature_C,mea_mass_fraction,co2_loading_mol_per_mol_mea,species,measurement_role,reported_basis,conversion_eligible,lifecycle_status,target_membership,target_eligible,eligibility_reason
Bottinger2008_state_030|OH-,Bottinger2008_state_030,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,30,reported,20,0.3,0.075,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_030|MEA + MEAH+,Bottinger2008_state_030,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,30,reported,20,0.3,0.075,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_031|CO2,Bottinger2008_state_031,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,31,reported,20,0.3,0.15,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_031|MEA,Bottinger2008_state_031,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,31,reported,20,0.3,0.15,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_031|MEAH+,Bottinger2008_state_031,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,31,reported,20,0.3,0.15,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_031|MEACOO-,Bottinger2008_state_031,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,31,reported,20,0.3,0.15,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_031|HCO3-,Bottinger2008_state_031,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,31,reported,20,0.3,0.15,HCO3-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_031|CO3^2-,Bottinger2008_state_031,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,31,reported,20,0.3,0.15,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_031|H3O+,Bottinger2008_state_031,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,31,reported,20,0.3,0.15,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_031|OH-,Bottinger2008_state_031,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,31,reported,20,0.3,0.15,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_031|MEA + MEAH+,Bottinger2008_state_031,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,31,reported,20,0.3,0.15,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_032|CO2,Bottinger2008_state_032,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,32,reported,20,0.3,0.235,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_032|MEA,Bottinger2008_state_032,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,32,reported,20,0.3,0.235,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_032|MEAH+,Bottinger2008_state_032,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,32,reported,20,0.3,0.235,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_032|MEACOO-,Bottinger2008_state_032,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,32,reported,20,0.3,0.235,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_032|HCO3-,Bottinger2008_state_032,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,32,reported,20,0.3,0.235,HCO3-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_032|CO3^2-,Bottinger2008_state_032,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,32,reported,20,0.3,0.235,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_032|H3O+,Bottinger2008_state_032,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,32,reported,20,0.3,0.235,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_032|OH-,Bottinger2008_state_032,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,32,reported,20,0.3,0.235,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_032|MEA + MEAH+,Bottinger2008_state_032,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,32,reported,20,0.3,0.235,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_033|CO2,Bottinger2008_state_033,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,33,reported,20,0.3,0.309,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_033|MEA,Bottinger2008_state_033,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,33,reported,20,0.3,0.309,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_033|MEAH+,Bottinger2008_state_033,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,33,reported,20,0.3,0.309,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_033|MEACOO-,Bottinger2008_state_033,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,33,reported,20,0.3,0.309,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_033|HCO3-,Bottinger2008_state_033,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,33,reported,20,0.3,0.309,HCO3-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_033|CO3^2-,Bottinger2008_state_033,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,33,reported,20,0.3,0.309,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_033|H3O+,Bottinger2008_state_033,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,33,reported,20,0.3,0.309,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_033|OH-,Bottinger2008_state_033,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,33,reported,20,0.3,0.309,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_033|MEA + MEAH+,Bottinger2008_state_033,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,33,reported,20,0.3,0.309,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_034|CO2,Bottinger2008_state_034,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,34,reported,20,0.3,0.388,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_034|MEA,Bottinger2008_state_034,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,34,reported,20,0.3,0.388,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_034|MEAH+,Bottinger2008_state_034,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,34,reported,20,0.3,0.388,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_034|MEACOO-,Bottinger2008_state_034,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,34,reported,20,0.3,0.388,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_034|HCO3-,Bottinger2008_state_034,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,34,reported,20,0.3,0.388,HCO3-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_034|CO3^2-,Bottinger2008_state_034,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,34,reported,20,0.3,0.388,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_034|H3O+,Bottinger2008_state_034,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,34,reported,20,0.3,0.388,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_034|OH-,Bottinger2008_state_034,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,34,reported,20,0.3,0.388,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_034|MEA + MEAH+,Bottinger2008_state_034,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,34,reported,20,0.3,0.388,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_035|CO2,Bottinger2008_state_035,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,35,reported,20,0.3,0.474,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_035|MEA,Bottinger2008_state_035,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,35,reported,20,0.3,0.474,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_035|MEAH+,Bottinger2008_state_035,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,35,reported,20,0.3,0.474,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_035|MEACOO-,Bottinger2008_state_035,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,35,reported,20,0.3,0.474,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_035|HCO3-,Bottinger2008_state_035,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,35,reported,20,0.3,0.474,HCO3-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_035|CO3^2-,Bottinger2008_state_035,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,35,reported,20,0.3,0.474,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_035|H3O+,Bottinger2008_state_035,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,35,reported,20,0.3,0.474,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_035|OH-,Bottinger2008_state_035,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,35,reported,20,0.3,0.474,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_035|MEA + MEAH+,Bottinger2008_state_035,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,35,reported,20,0.3,0.474,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_036|CO2,Bottinger2008_state_036,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,36,reported,20,0.3,0.524,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_036|MEA,Bottinger2008_state_036,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,36,reported,20,0.3,0.524,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_036|MEAH+,Bottinger2008_state_036,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,36,reported,20,0.3,0.524,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_036|MEACOO-,Bottinger2008_state_036,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,36,reported,20,0.3,0.524,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_036|HCO3-,Bottinger2008_state_036,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,36,reported,20,0.3,0.524,HCO3-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_036|CO3^2-,Bottinger2008_state_036,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,36,reported,20,0.3,0.524,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_036|H3O+,Bottinger2008_state_036,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,36,reported,20,0.3,0.524,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_036|OH-,Bottinger2008_state_036,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,36,reported,20,0.3,0.524,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_036|MEA + MEAH+,Bottinger2008_state_036,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,36,reported,20,0.3,0.524,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_037|CO2,Bottinger2008_state_037,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,37,reported,20,0.3,0.609,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_037|MEA,Bottinger2008_state_037,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,37,reported,20,0.3,0.609,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_037|MEAH+,Bottinger2008_state_037,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,37,reported,20,0.3,0.609,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_037|MEACOO-,Bottinger2008_state_037,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,37,reported,20,0.3,0.609,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_037|HCO3-,Bottinger2008_state_037,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,37,reported,20,0.3,0.609,HCO3-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_037|CO3^2-,Bottinger2008_state_037,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,37,reported,20,0.3,0.609,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_037|H3O+,Bottinger2008_state_037,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,37,reported,20,0.3,0.609,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_037|OH-,Bottinger2008_state_037,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,37,reported,20,0.3,0.609,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_037|MEA + MEAH+,Bottinger2008_state_037,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,37,reported,20,0.3,0.609,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_038|CO2,Bottinger2008_state_038,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,38,reported,20,0.3,0.704,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_038|MEA,Bottinger2008_state_038,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,38,reported,20,0.3,0.704,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_038|MEAH+,Bottinger2008_state_038,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,38,reported,20,0.3,0.704,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_038|MEACOO-,Bottinger2008_state_038,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,38,reported,20,0.3,0.704,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_038|HCO3-,Bottinger2008_state_038,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,38,reported,20,0.3,0.704,HCO3-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_038|CO3^2-,Bottinger2008_state_038,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,38,reported,20,0.3,0.704,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_038|H3O+,Bottinger2008_state_038,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,38,reported,20,0.3,0.704,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_038|OH-,Bottinger2008_state_038,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,38,reported,20,0.3,0.704,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_038|MEA + MEAH+,Bottinger2008_state_038,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,38,reported,20,0.3,0.704,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_039|CO2,Bottinger2008_state_039,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,39,reported,20,0.3,0.832,CO2,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_039|MEA,Bottinger2008_state_039,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,39,reported,20,0.3,0.832,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_039|MEAH+,Bottinger2008_state_039,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,39,reported,20,0.3,0.832,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_039|MEACOO-,Bottinger2008_state_039,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,39,reported,20,0.3,0.832,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_039|HCO3-,Bottinger2008_state_039,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,39,reported,20,0.3,0.832,HCO3-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_039|CO3^2-,Bottinger2008_state_039,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,39,reported,20,0.3,0.832,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_039|H3O+,Bottinger2008_state_039,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,39,reported,20,0.3,0.832,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_039|OH-,Bottinger2008_state_039,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,39,reported,20,0.3,0.832,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_039|MEA + MEAH+,Bottinger2008_state_039,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,39,reported,20,0.3,0.832,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_040|CO2,Bottinger2008_state_040,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,40,reported,20,0.3,0.929,CO2,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_040|MEA,Bottinger2008_state_040,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,40,reported,20,0.3,0.929,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_040|MEAH+,Bottinger2008_state_040,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,40,reported,20,0.3,0.929,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_040|MEACOO-,Bottinger2008_state_040,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,40,reported,20,0.3,0.929,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_040|HCO3-,Bottinger2008_state_040,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,40,reported,20,0.3,0.929,HCO3-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_040|CO3^2-,Bottinger2008_state_040,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,40,reported,20,0.3,0.929,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_040|H3O+,Bottinger2008_state_040,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,40,reported,20,0.3,0.929,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_040|OH-,Bottinger2008_state_040,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,40,reported,20,0.3,0.929,OH-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_040|MEA + MEAH+,Bottinger2008_state_040,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,40,reported,20,0.3,0.929,MEA + MEAH+,aggregate_direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_041|CO2,Bottinger2008_state_041,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,41,reported,20,0.3,0.974,CO2,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_041|MEA,Bottinger2008_state_041,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,41,reported,20,0.3,0.974,MEA,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_041|MEAH+,Bottinger2008_state_041,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,41,reported,20,0.3,0.974,MEAH+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_041|MEACOO-,Bottinger2008_state_041,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,41,reported,20,0.3,0.974,MEACOO-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_041|HCO3-,Bottinger2008_state_041,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,41,reported,20,0.3,0.974,HCO3-,direct_positive,mole_fraction,true,canonical_eligible,active_v1,yes,Direct active-v1 source observation.
Bottinger2008_state_041|CO3^2-,Bottinger2008_state_041,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,41,reported,20,0.3,0.974,CO3^2-,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
Bottinger2008_state_041|H3O+,Bottinger2008_state_041,Bottinger2008,data/reference/MEA/observations/liquid_speciation/Bottinger_2007_ChEq.csv,41,reported,20,0.3,0.974,H3O+,balance_inferred,,true,canonical_eligible,active_v1,no,Balance-inferred context is not an independent measurement.
